geomid,naics,workers
884995b341fffff,Other,76
884995b341fffff,Professional Service,3
884995b341fffff,Retail,553
884995b341fffff,Transportation,385
884995b341fffff,Wholesale,9
884995b345fffff,Art/Culture,34
884995b345fffff,Business Support,20
884995b345fffff,Construction,3
884995b345fffff,Education,269
884995b345fffff,Financial,22
884995b345fffff,Health,147
884995b345fffff,Hospitality,339
884995b345fffff,Manufacturing,192
884995b345fffff,Other,390
884995b345fffff,Professional Service,6
884995b345fffff,Real Estate,12
884995b345fffff,Retail,1392
884995b345fffff,Transportation,16
884995b345fffff,Wholesale,34
884995b347fffff,Art/Culture,14
884995b347fffff,Business Support,5
884995b347fffff,Education,29
884995b347fffff,Health,52
884995b347fffff,Hospitality,134
884995b347fffff,Manufacturing,122
884995b347fffff,Other,184
884995b347fffff,Professional Service,20
884995b347fffff,Real Estate,4
884995b347fffff,Retail,747
884995b347fffff,Wholesale,39
884995b349fffff,Health,3
884995b349fffff,Hospitality,13
884995b349fffff,Manufacturing,8
884995b349fffff,Other,25
884995b349fffff,Retail,106
884995b349fffff,Wholesale,6
884995b34dfffff,Art/Culture,30
884995b34dfffff,Business Support,8
884995b34dfffff,Education,427
884995b34dfffff,Health,88
884995b34dfffff,Hospitality,139
884995b34dfffff,Manufacturing,127
884995b34dfffff,Other,189
884995b34dfffff,Professional Service,34
884995b34dfffff,Public Administration,348
884995b34dfffff,Real Estate,30
884995b34dfffff,Retail,674
884995b34dfffff,Wholesale,26
884995b351fffff,Art/Culture,7
884995b351fffff,Business Support,5
884995b351fffff,Construction,21
884995b351fffff,Education,132
884995b351fffff,Health,22
884995b351fffff,Hospitality,104
884995b351fffff,Manufacturing,462
884995b351fffff,Other,94
884995b351fffff,Professional Service,10
884995b351fffff,Real Estate,25
884995b351fffff,Retail,328
884995b351fffff,Transportation,1
884995b351fffff,Wholesale,29
884995b355fffff,Art/Culture,12
884995b355fffff,Education,322
884995b355fffff,Health,65
884995b355fffff,Hospitality,146
884995b355fffff,Manufacturing,82
884995b355fffff,Other,122
884995b355fffff,Professional Service,5
884995b355fffff,Retail,465
884995b355fffff,Wholesale,18
884995b357fffff,Art/Culture,1
884995b357fffff,Construction,2
884995b357fffff,Education,48
884995b357fffff,Hospitality,18
884995b357fffff,Manufacturing,22
884995b357fffff,Other,55
884995b357fffff,Professional Service,8
884995b357fffff,Retail,166
884995b357fffff,Wholesale,14
884995b359fffff,Business Support,1
884995b359fffff,Health,6
884995b359fffff,Hospitality,20
884995b359fffff,Manufacturing,38
884995b359fffff,Other,10
884995b359fffff,Real Estate,6
884995b359fffff,Retail,100
884995b359fffff,Wholesale,10
884995b35dfffff,Business Support,3
884995b35dfffff,Education,32
884995b35dfffff,Health,6
884995b35dfffff,Hospitality,29
884995b35dfffff,Manufacturing,6
884995b35dfffff,Other,41
884995b35dfffff,Real Estate,12
884995b35dfffff,Retail,97
884995b35dfffff,Wholesale,3
884995b361fffff,Art/Culture,25
884995b361fffff,Business Support,10
884995b361fffff,Construction,65
884995b361fffff,Education,69
884995b361fffff,Energy,2
884995b361fffff,Financial,11
884995b361fffff,Health,177
884995b361fffff,Hospitality,207
884995b361fffff,Manufacturing,165
884995b361fffff,Other,319
884995b361fffff,Professional Service,26
884995b361fffff,Public Administration,6
884995b361fffff,Real Estate,13
884995b361fffff,Retail,840
884995b361fffff,Wholesale,16
884995b363fffff,Art/Culture,41
884995b363fffff,Business Support,6
884995b363fffff,Construction,4
884995b363fffff,Education,816
884995b363fffff,Financial,4
884995b363fffff,Health,50
884995b363fffff,Hospitality,166
884995b363fffff,Manufacturing,134
884995b363fffff,Other,205
884995b363fffff,Professional Service,11
884995b363fffff,Public Administration,5
884995b363fffff,Real Estate,5
884995b363fffff,Retail,560
884995b363fffff,Transportation,7
884995b363fffff,Wholesale,29
884995b365fffff,Art/Culture,4
884995b365fffff,Construction,41
884995b365fffff,Education,230
884995b365fffff,Financial,95
884995b365fffff,Health,21
884995b365fffff,Hospitality,62
884995b365fffff,Manufacturing,13
884995b365fffff,Other,60
884995b365fffff,Professional Service,6
884995b365fffff,Public Administration,4
884995b365fffff,Real Estate,16
884995b365fffff,Retail,188
884995b367fffff,Art/Culture,5
884995b367fffff,Business Support,4
884995b367fffff,Education,842
884995b367fffff,Financial,37
884995b367fffff,Health,17
884995b367fffff,Hospitality,114
884995b367fffff,Manufacturing,41
884995b367fffff,Other,57
884995b367fffff,Professional Service,9
884995b367fffff,Public Administration,7
884995b367fffff,Real Estate,4
884995b367fffff,Retail,157
884995b367fffff,Transportation,2
884995b367fffff,Wholesale,11
884995b369fffff,Art/Culture,65
884995b369fffff,Business Support,10
884995b369fffff,Construction,6
884995b369fffff,Education,195
884995b369fffff,Health,95
884995b369fffff,Hospitality,84
884995b369fffff,Information,12
884995b369fffff,Manufacturing,41
884995b369fffff,Other,136
884995b369fffff,Professional Service,21
884995b369fffff,Public Administration,16
884995b369fffff,Retail,427
884995b369fffff,Transportation,1
884995b369fffff,Wholesale,8
884995b36bfffff,Art/Culture,32
884995b36bfffff,Business Support,10
884995b36bfffff,Education,268
884995b36bfffff,Energy,3
884995b36bfffff,Financial,18
884995b36bfffff,Health,142
884995b36bfffff,Hospitality,93
884995b36bfffff,Information,10
884995b36bfffff,Manufacturing,84
884995b36bfffff,Other,124
884995b36bfffff,Professional Service,7
884995b36bfffff,Public Administration,50
884995b36bfffff,Retail,656
884995b36bfffff,Wholesale,6
884995b36dfffff,Art/Culture,15
884995b36dfffff,Business Support,10
884995b36dfffff,Construction,6
884995b36dfffff,Education,321
884995b36dfffff,Financial,102
884995b36dfffff,Health,543
884995b36dfffff,Hospitality,274
884995b36dfffff,Manufacturing,122
884995b36dfffff,Other,255
884995b36dfffff,Professional Service,20
884995b36dfffff,Public Administration,11
884995b36dfffff,Real Estate,6
884995b36dfffff,Retail,863
884995b36dfffff,Transportation,141
884995b36dfffff,Wholesale,29
884995b505fffff,Art/Culture,14
884995b505fffff,Business Support,5
884995b505fffff,Education,43
884995b505fffff,Health,19
884995b505fffff,Hospitality,39
884995b505fffff,Information,2
884995b505fffff,Manufacturing,47
884995b505fffff,Other,62
884995b505fffff,Professional Service,3
884995b505fffff,Public Administration,2
884995b505fffff,Retail,248
884995b505fffff,Wholesale,27
884995b517fffff,Art/Culture,3
884995b517fffff,Business Support,4
884995b517fffff,Education,85
884995b517fffff,Health,4
884995b517fffff,Hospitality,46
884995b517fffff,Manufacturing,2
884995b517fffff,Other,34
884995b517fffff,Professional Service,1
884995b517fffff,Public Administration,1
884995b517fffff,Real Estate,3
884995b517fffff,Retail,128
884995b517fffff,Wholesale,6
884995b529fffff,Education,22
884995b529fffff,Health,3
884995b529fffff,Hospitality,28
884995b529fffff,Manufacturing,30
884995b529fffff,Other,42
884995b529fffff,Professional Service,2
884995b529fffff,Public Administration,2
884995b529fffff,Real Estate,3
884995b529fffff,Retail,108
884995b529fffff,Wholesale,7
884995b533fffff,Education,4
884995b533fffff,Hospitality,8
884995b533fffff,Retail,17
884995b537fffff,Other,3
884995b53bfffff,Art/Culture,3
884995b53bfffff,Business Support,7
884995b53bfffff,Education,55
884995b53bfffff,Energy,7
884995b53bfffff,Health,4
884995b53bfffff,Hospitality,21
884995b53bfffff,Information,4
884995b53bfffff,Manufacturing,19
884995b53bfffff,Other,14
884995b53bfffff,Public Administration,4
884995b53bfffff,Retail,81
884995b53bfffff,Transportation,4
884995b5b3fffff,Art/Culture,2
884995b5b3fffff,Business Support,9
884995b5b3fffff,Education,51
884995b5b3fffff,Health,8
884995b5b3fffff,Hospitality,23
884995b5b3fffff,Manufacturing,16
884995b5b3fffff,Other,19
884995b5b3fffff,Real Estate,2
884995b5b3fffff,Retail,155
884995b5b3fffff,Transportation,98
884995b5b3fffff,Wholesale,5
884995b5b9fffff,Art/Culture,4
884995b5b9fffff,Business Support,7
884995b5b9fffff,Education,32
884995b5b9fffff,Financial,20
884995b5b9fffff,Health,47
884995b5b9fffff,Hospitality,110
884995b5b9fffff,Information,3
884995b5b9fffff,Manufacturing,58
884995b5b9fffff,Other,100
884995b5b9fffff,Professional Service,8
884995b5b9fffff,Public Administration,32
884995b5b9fffff,Real Estate,11
884995b5b9fffff,Retail,351
884995b5b9fffff,Wholesale,23
884995b5e3fffff,Art/Culture,3
884995b5e3fffff,Business Support,5
884995b5e3fffff,Education,32
884995b5e3fffff,Energy,5
884995b5e3fffff,Financial,32
884995b5e3fffff,Health,10
884995b5e3fffff,Hospitality,39
884995b5e3fffff,Information,19
884995b5e3fffff,Manufacturing,110
884995b5e3fffff,Other,21
884995b5e3fffff,Professional Service,4
884995b5e3fffff,Public Administration,395
884995b5e3fffff,Retail,141
884995b5e3fffff,Transportation,9
884995b5e3fffff,Wholesale,16
884995b5edfffff,Retail,5
884995b801fffff,Art/Culture,109
884995b801fffff,Business Support,32
884995b801fffff,Construction,4
884995b801fffff,Education,860
884995b801fffff,Energy,29
884995b801fffff,Financial,20
884995b801fffff,Health,672
884995b801fffff,Hospitality,720
884995b801fffff,Information,68
884995b801fffff,Manufacturing,585
884995b801fffff,Other,307
884995b801fffff,Professional Service,86
884995b801fffff,Public Administration,764
884995b801fffff,Real Estate,46
884995b801fffff,Retail,860
884995b801fffff,Transportation,50
884995b801fffff,Wholesale,270
884995b803fffff,Art/Culture,25
884995b803fffff,Business Support,71
884995b803fffff,Construction,2
884995b803fffff,Education,857
884995b803fffff,Financial,50
884995b803fffff,Health,1827
884995b803fffff,Hospitality,459
884995b803fffff,Information,4
884995b803fffff,Manufacturing,2023
884995b803fffff,Other,479
884995b803fffff,Professional Service,95
884995b803fffff,Public Administration,528
884995b803fffff,Real Estate,41
884995b803fffff,Retail,760
884995b803fffff,Transportation,29
884995b803fffff,Wholesale,778
884995b805fffff,Art/Culture,40
884995b805fffff,Business Support,27
884995b805fffff,Construction,16
884995b805fffff,Education,393
884995b805fffff,Financial,48
884995b805fffff,Health,188
884995b805fffff,Hospitality,717
884995b805fffff,Information,11
884995b805fffff,Manufacturing,231
884995b805fffff,Other,712
884995b805fffff,Professional Service,29
884995b805fffff,Public Administration,643
884995b805fffff,Real Estate,42
884995b805fffff,Retail,2884
884995b805fffff,Transportation,9
884995b805fffff,Wholesale,118
884995b807fffff,Art/Culture,14
884995b807fffff,Business Support,744
884995b807fffff,Construction,1
884995b807fffff,Education,91
884995b807fffff,Energy,1
884995b807fffff,Financial,10
884995b807fffff,Health,95
884995b807fffff,Hospitality,693
884995b807fffff,Information,42
884995b807fffff,Manufacturing,553
884995b807fffff,Other,567
884995b807fffff,Professional Service,55
884995b807fffff,Public Administration,102
884995b807fffff,Real Estate,69
884995b807fffff,Retail,1781
884995b807fffff,Transportation,70
884995b807fffff,Wholesale,273
884995b809fffff,Art/Culture,23
884995b809fffff,Business Support,332
884995b809fffff,Construction,183
884995b809fffff,Education,237
884995b809fffff,Energy,24
884995b809fffff,Financial,33
884995b809fffff,Health,293
884995b809fffff,Hospitality,1465
884995b809fffff,Information,196
884995b809fffff,Manufacturing,255
884995b809fffff,Other,535
884995b809fffff,Professional Service,16
884995b809fffff,Public Administration,660
884995b809fffff,Real Estate,35
884995b809fffff,Retail,2185
884995b809fffff,Transportation,68
884995b809fffff,Wholesale,60
884995b80bfffff,Art/Culture,5
884995b80bfffff,Business Support,72
884995b80bfffff,Construction,28
884995b80bfffff,Corporate,2
884995b80bfffff,Education,153
884995b80bfffff,Energy,82
884995b80bfffff,Financial,114
884995b80bfffff,Health,93
884995b80bfffff,Hospitality,219
884995b80bfffff,Information,18
884995b80bfffff,Manufacturing,1524
884995b80bfffff,Other,136
884995b80bfffff,Professional Service,350
884995b80bfffff,Public Administration,1556
884995b80bfffff,Real Estate,9
884995b80bfffff,Retail,945
884995b80bfffff,Transportation,500
884995b80bfffff,Wholesale,223
884995b80dfffff,Art/Culture,416
884995b80dfffff,Business Support,27
884995b80dfffff,Education,436
884995b80dfffff,Energy,9
884995b80dfffff,Financial,74
884995b80dfffff,Health,527
884995b80dfffff,Hospitality,392
884995b80dfffff,Information,56
884995b80dfffff,Manufacturing,191
884995b80dfffff,Other,349
884995b80dfffff,Professional Service,27
884995b80dfffff,Public Administration,690
884995b80dfffff,Real Estate,12
884995b80dfffff,Retail,500
884995b80dfffff,Transportation,5
884995b80dfffff,Wholesale,59
884995b811fffff,Art/Culture,21
884995b811fffff,Business Support,15
884995b811fffff,Construction,109
884995b811fffff,Education,369
884995b811fffff,Energy,8
884995b811fffff,Financial,246
884995b811fffff,Health,214
884995b811fffff,Hospitality,336
884995b811fffff,Information,40
884995b811fffff,Manufacturing,359
884995b811fffff,Other,298
884995b811fffff,Professional Service,47
884995b811fffff,Public Administration,552
884995b811fffff,Real Estate,18
884995b811fffff,Retail,1173
884995b811fffff,Transportation,54
884995b811fffff,Wholesale,73
884995b813fffff,Education,15
884995b813fffff,Financial,14
884995b813fffff,Health,2
884995b813fffff,Hospitality,26
884995b813fffff,Manufacturing,11
884995b813fffff,Other,22
884995b813fffff,Professional Service,28
884995b813fffff,Public Administration,235
884995b813fffff,Real Estate,3
884995b813fffff,Retail,332
884995b813fffff,Transportation,710
884995b813fffff,Wholesale,551
884995b815fffff,Art/Culture,43
884995b815fffff,Business Support,25
884995b815fffff,Construction,414
884995b815fffff,Education,231
884995b815fffff,Financial,36
884995b815fffff,Health,101
884995b815fffff,Hospitality,402
884995b815fffff,Manufacturing,1183
884995b815fffff,Other,438
884995b815fffff,Professional Service,32
884995b815fffff,Public Administration,155
884995b815fffff,Real Estate,26
884995b815fffff,Retail,1811
884995b815fffff,Transportation,87
884995b815fffff,Wholesale,410
884995b817fffff,Art/Culture,18
884995b817fffff,Business Support,14
884995b817fffff,Construction,16
884995b817fffff,Education,129
884995b817fffff,Financial,11
884995b817fffff,Health,75
884995b817fffff,Hospitality,219
884995b817fffff,Manufacturing,582
884995b817fffff,Other,265
884995b817fffff,Professional Service,16
884995b817fffff,Real Estate,35
884995b817fffff,Retail,534
884995b817fffff,Transportation,35
884995b817fffff,Wholesale,663
884995b819fffff,Art/Culture,51
884995b819fffff,Business Support,942
884995b819fffff,Construction,29
884995b819fffff,Education,477
884995b819fffff,Financial,83
884995b819fffff,Health,210
884995b819fffff,Hospitality,665
884995b819fffff,Information,23
884995b819fffff,Manufacturing,349
884995b819fffff,Other,390
884995b819fffff,Professional Service,60
884995b819fffff,Public Administration,310
884995b819fffff,Real Estate,29
884995b819fffff,Retail,1013
884995b819fffff,Transportation,78
884995b819fffff,Wholesale,518
884995b81bfffff,Art/Culture,61
884995b81bfffff,Business Support,263
884995b81bfffff,Construction,21
884995b81bfffff,Education,171
884995b81bfffff,Energy,4
884995b81bfffff,Financial,182
884995b81bfffff,Health,62
884995b81bfffff,Hospitality,243
884995b81bfffff,Information,29
884995b81bfffff,Manufacturing,184
884995b81bfffff,Other,198
884995b81bfffff,Professional Service,69
884995b81bfffff,Real Estate,9
884995b81bfffff,Retail,788
884995b81bfffff,Transportation,321
884995b81bfffff,Wholesale,50
884995b81dfffff,Business Support,607
884995b81dfffff,Construction,6
884995b81dfffff,Education,1283
884995b81dfffff,Financial,166
884995b81dfffff,Health,10
884995b81dfffff,Hospitality,69
884995b81dfffff,Information,6
884995b81dfffff,Manufacturing,1357
884995b81dfffff,Other,115
884995b81dfffff,Professional Service,36
884995b81dfffff,Public Administration,571
884995b81dfffff,Real Estate,53
884995b81dfffff,Retail,676
884995b81dfffff,Transportation,85
884995b81dfffff,Wholesale,667
884995b821fffff,Art/Culture,25
884995b821fffff,Business Support,155
884995b821fffff,Construction,305
884995b821fffff,Education,210
884995b821fffff,Energy,28
884995b821fffff,Financial,30
884995b821fffff,Health,149
884995b821fffff,Hospitality,405
884995b821fffff,Manufacturing,206
884995b821fffff,Other,299
884995b821fffff,Professional Service,116
884995b821fffff,Public Administration,221
884995b821fffff,Real Estate,22
884995b821fffff,Retail,773
884995b821fffff,Transportation,191
884995b821fffff,Wholesale,134
884995b823fffff,Art/Culture,55
884995b823fffff,Business Support,45
884995b823fffff,Construction,7
884995b823fffff,Education,463
884995b823fffff,Financial,320
884995b823fffff,Health,389
884995b823fffff,Hospitality,891
884995b823fffff,Information,34
884995b823fffff,Manufacturing,424
884995b823fffff,Other,544
884995b823fffff,Professional Service,181
884995b823fffff,Public Administration,40
884995b823fffff,Real Estate,20
884995b823fffff,Retail,2025
884995b823fffff,Transportation,83
884995b823fffff,Wholesale,108
884995b825fffff,Art/Culture,56
884995b825fffff,Business Support,35
884995b825fffff,Construction,21
884995b825fffff,Education,429
884995b825fffff,Financial,323
884995b825fffff,Health,62
884995b825fffff,Hospitality,476
884995b825fffff,Manufacturing,1012
884995b825fffff,Other,302
884995b825fffff,Professional Service,45
884995b825fffff,Public Administration,8
884995b825fffff,Real Estate,24
884995b825fffff,Retail,1713
884995b825fffff,Transportation,231
884995b825fffff,Wholesale,634
884995b827fffff,Art/Culture,24
884995b827fffff,Business Support,13
884995b827fffff,Construction,47
884995b827fffff,Education,225
884995b827fffff,Financial,13
884995b827fffff,Health,241
884995b827fffff,Hospitality,309
884995b827fffff,Manufacturing,272
884995b827fffff,Other,253
884995b827fffff,Professional Service,68
884995b827fffff,Public Administration,210
884995b827fffff,Real Estate,11
884995b827fffff,Retail,1017
884995b827fffff,Transportation,4
884995b827fffff,Wholesale,56
884995b829fffff,Art/Culture,87
884995b829fffff,Business Support,11
884995b829fffff,Construction,6
884995b829fffff,Education,228
884995b829fffff,Financial,88
884995b829fffff,Health,164
884995b829fffff,Hospitality,326
884995b829fffff,Information,4
884995b829fffff,Manufacturing,786
884995b829fffff,Other,363
884995b829fffff,Professional Service,75
884995b829fffff,Public Administration,76
884995b829fffff,Real Estate,48
884995b829fffff,Retail,1067
884995b829fffff,Transportation,51
884995b829fffff,Wholesale,220
884995b82bfffff,Agriculture,7
884995b82bfffff,Art/Culture,67
884995b82bfffff,Business Support,330
884995b82bfffff,Construction,6
884995b82bfffff,Education,446
884995b82bfffff,Financial,167
884995b82bfffff,Health,812
884995b82bfffff,Hospitality,396
884995b82bfffff,Information,4
884995b82bfffff,Manufacturing,617
884995b82bfffff,Other,425
884995b82bfffff,Professional Service,69
884995b82bfffff,Public Administration,129
884995b82bfffff,Real Estate,23
884995b82bfffff,Retail,800
884995b82bfffff,Transportation,47
884995b82bfffff,Wholesale,149
884995b82dfffff,5417,9
884995b82dfffff,Art/Culture,24
884995b82dfffff,Business Support,11
884995b82dfffff,Construction,2
884995b82dfffff,Education,301
884995b82dfffff,Financial,50
884995b82dfffff,Health,270
884995b82dfffff,Hospitality,395
884995b82dfffff,Manufacturing,165
884995b82dfffff,Other,466
884995b82dfffff,Professional Service,57
884995b82dfffff,Public Administration,161
884995b82dfffff,Real Estate,27
884995b82dfffff,Retail,1534
884995b82dfffff,Transportation,55
884995b82dfffff,Wholesale,108
884995b831fffff,Art/Culture,4
884995b831fffff,Business Support,26
884995b831fffff,Construction,75
884995b831fffff,Education,4
884995b831fffff,Financial,125
884995b831fffff,Health,528
884995b831fffff,Hospitality,877
884995b831fffff,Information,4
884995b831fffff,Manufacturing,522
884995b831fffff,Other,361
884995b831fffff,Professional Service,48
884995b831fffff,Public Administration,450
884995b831fffff,Real Estate,5
884995b831fffff,Retail,1145
884995b831fffff,Transportation,734
884995b831fffff,Wholesale,756
884995b833fffff,Art/Culture,1
884995b833fffff,Business Support,101
884995b833fffff,Construction,9
884995b833fffff,Education,656
884995b833fffff,Financial,97
884995b833fffff,Health,295
884995b833fffff,Hospitality,216
884995b833fffff,Information,2
884995b833fffff,Manufacturing,78
884995b833fffff,Other,193
884995b833fffff,Professional Service,76
884995b833fffff,Public Administration,552
884995b833fffff,Real Estate,38
884995b833fffff,Retail,299
884995b833fffff,Transportation,638
884995b833fffff,Wholesale,174
884995b835fffff,Art/Culture,21
884995b835fffff,Business Support,226
884995b835fffff,Education,866
884995b835fffff,Energy,3
884995b835fffff,Financial,168
884995b835fffff,Health,1176
884995b835fffff,Hospitality,307
884995b835fffff,Information,4
884995b835fffff,Manufacturing,99
884995b835fffff,Other,315
884995b835fffff,Professional Service,16
884995b835fffff,Public Administration,351
884995b835fffff,Retail,995
884995b835fffff,Transportation,357
884995b835fffff,Wholesale,17
884995b837fffff,Art/Culture,388
884995b837fffff,Business Support,151
884995b837fffff,Construction,213
884995b837fffff,Education,271
884995b837fffff,Energy,4
884995b837fffff,Financial,609
884995b837fffff,Health,2676
884995b837fffff,Hospitality,2315
884995b837fffff,Information,211
884995b837fffff,Manufacturing,66
884995b837fffff,Other,402
884995b837fffff,Professional Service,93
884995b837fffff,Public Administration,100
884995b837fffff,Real Estate,110
884995b837fffff,Retail,3455
884995b837fffff,Transportation,128
884995b837fffff,Wholesale,183
884995b839fffff,Art/Culture,17
884995b839fffff,Business Support,91
884995b839fffff,Construction,62
884995b839fffff,Education,164
884995b839fffff,Energy,7
884995b839fffff,Financial,355
884995b839fffff,Health,278
884995b839fffff,Hospitality,914
884995b839fffff,Information,13
884995b839fffff,Manufacturing,447
884995b839fffff,Other,527
884995b839fffff,Professional Service,138
884995b839fffff,Public Administration,30
884995b839fffff,Real Estate,22
884995b839fffff,Retail,1238
884995b839fffff,Transportation,169
884995b839fffff,Wholesale,639
884995b83bfffff,Art/Culture,4
884995b83bfffff,Business Support,20
884995b83bfffff,Construction,28
884995b83bfffff,Education,257
884995b83bfffff,Energy,10
884995b83bfffff,Financial,8
884995b83bfffff,Health,263
884995b83bfffff,Hospitality,290
884995b83bfffff,Information,2
884995b83bfffff,Manufacturing,931
884995b83bfffff,Other,347
884995b83bfffff,Professional Service,22
884995b83bfffff,Public Administration,247
884995b83bfffff,Real Estate,4
884995b83bfffff,Retail,953
884995b83bfffff,Transportation,8
884995b83bfffff,Wholesale,399
884995b83dfffff,Art/Culture,54
884995b83dfffff,Business Support,99
884995b83dfffff,Construction,23
884995b83dfffff,Education,185
884995b83dfffff,Financial,71
884995b83dfffff,Health,191
884995b83dfffff,Hospitality,420
884995b83dfffff,Information,20
884995b83dfffff,Manufacturing,738
884995b83dfffff,Other,302
884995b83dfffff,Professional Service,126
884995b83dfffff,Public Administration,306
884995b83dfffff,Real Estate,15
884995b83dfffff,Retail,805
884995b83dfffff,Transportation,175
884995b83dfffff,Wholesale,178
884995b841fffff,Art/Culture,1336
884995b841fffff,Business Support,978
884995b841fffff,Construction,633
884995b841fffff,Corporate,369
884995b841fffff,Education,154
884995b841fffff,Financial,638
884995b841fffff,Health,347
884995b841fffff,Hospitality,3903
884995b841fffff,Information,1205
884995b841fffff,Manufacturing,867
884995b841fffff,Other,1518
884995b841fffff,Professional Service,1109
884995b841fffff,Public Administration,1927
884995b841fffff,Real Estate,569
884995b841fffff,Retail,8668
884995b841fffff,Transportation,377
884995b841fffff,Wholesale,3240
884995b843fffff,Art/Culture,1079
884995b843fffff,Business Support,639
884995b843fffff,Construction,383
884995b843fffff,Education,349
884995b843fffff,Financial,333
884995b843fffff,Health,1101
884995b843fffff,Hospitality,1801
884995b843fffff,Information,4
884995b843fffff,Manufacturing,175
884995b843fffff,Other,501
884995b843fffff,Professional Service,248
884995b843fffff,Public Administration,2962
884995b843fffff,Real Estate,53
884995b843fffff,Retail,965
884995b843fffff,Transportation,539
884995b843fffff,Wholesale,228
884995b845fffff,5417,2
884995b845fffff,Art/Culture,982
884995b845fffff,Business Support,452
884995b845fffff,Construction,9
884995b845fffff,Corporate,4
884995b845fffff,Education,417
884995b845fffff,Energy,33
884995b845fffff,Financial,2669
884995b845fffff,Health,311
884995b845fffff,Hospitality,6771
884995b845fffff,Information,317
884995b845fffff,Manufacturing,2822
884995b845fffff,Other,2415
884995b845fffff,Professional Service,784
884995b845fffff,Public Administration,5310
884995b845fffff,Real Estate,284
884995b845fffff,Retail,16121
884995b845fffff,Transportation,187
884995b845fffff,Wholesale,686
884995b847fffff,5417,38
884995b847fffff,Art/Culture,316
884995b847fffff,Business Support,54
884995b847fffff,Construction,3
884995b847fffff,Corporate,4
884995b847fffff,Education,468
884995b847fffff,Financial,95
884995b847fffff,Health,218
884995b847fffff,Hospitality,1608
884995b847fffff,Manufacturing,330
884995b847fffff,Other,548
884995b847fffff,Professional Service,30
884995b847fffff,Public Administration,4873
884995b847fffff,Real Estate,13
884995b847fffff,Retail,3853
884995b847fffff,Transportation,218
884995b847fffff,Wholesale,137
884995b849fffff,Art/Culture,315
884995b849fffff,Business Support,161
884995b849fffff,Education,1102
884995b849fffff,Financial,502
884995b849fffff,Health,380
884995b849fffff,Hospitality,1582
884995b849fffff,Information,401
884995b849fffff,Manufacturing,186
884995b849fffff,Other,469
884995b849fffff,Professional Service,378
884995b849fffff,Public Administration,5698
884995b849fffff,Real Estate,57
884995b849fffff,Retail,1079
884995b849fffff,Transportation,79
884995b849fffff,Wholesale,596
884995b84bfffff,Art/Culture,588
884995b84bfffff,Business Support,2843
884995b84bfffff,Construction,141
884995b84bfffff,Corporate,495
884995b84bfffff,Education,954
884995b84bfffff,Energy,2
884995b84bfffff,Financial,1923
884995b84bfffff,Health,541
884995b84bfffff,Hospitality,3658
884995b84bfffff,Information,461
884995b84bfffff,Manufacturing,138
884995b84bfffff,Other,916
884995b84bfffff,Professional Service,847
884995b84bfffff,Public Administration,3804
884995b84bfffff,Real Estate,195
884995b84bfffff,Retail,1626
884995b84bfffff,Transportation,1046
884995b84bfffff,Wholesale,328
884995b84dfffff,Art/Culture,73
884995b84dfffff,Business Support,570
884995b84dfffff,Construction,153
884995b84dfffff,Education,1219
884995b84dfffff,Energy,2
884995b84dfffff,Financial,368
884995b84dfffff,Health,850
884995b84dfffff,Hospitality,1595
884995b84dfffff,Information,57
884995b84dfffff,Manufacturing,589
884995b84dfffff,Other,1783
884995b84dfffff,Professional Service,102
884995b84dfffff,Public Administration,3362
884995b84dfffff,Real Estate,202
884995b84dfffff,Retail,9885
884995b84dfffff,Transportation,581
884995b84dfffff,Wholesale,1129
884995b851fffff,Art/Culture,29
884995b851fffff,Business Support,186
884995b851fffff,Construction,92
884995b851fffff,Education,1017
884995b851fffff,Financial,32
884995b851fffff,Health,336
884995b851fffff,Hospitality,499
884995b851fffff,Information,24
884995b851fffff,Manufacturing,279
884995b851fffff,Other,504
884995b851fffff,Professional Service,162
884995b851fffff,Public Administration,1105
884995b851fffff,Real Estate,22
884995b851fffff,Retail,518
884995b851fffff,Transportation,495
884995b851fffff,Wholesale,143
884995b853fffff,Art/Culture,74
884995b853fffff,Business Support,36
884995b853fffff,Education,3734
884995b853fffff,Energy,15
884995b853fffff,Financial,32
884995b853fffff,Health,1217
884995b853fffff,Hospitality,345
884995b853fffff,Manufacturing,142
884995b853fffff,Other,249
884995b853fffff,Professional Service,19
884995b853fffff,Public Administration,530
884995b853fffff,Real Estate,23
884995b853fffff,Retail,249
884995b853fffff,Transportation,280
884995b853fffff,Wholesale,172
884995b855fffff,5417,8
884995b855fffff,Art/Culture,183
884995b855fffff,Business Support,152
884995b855fffff,Construction,8
884995b855fffff,Education,838
884995b855fffff,Energy,66
884995b855fffff,Financial,346
884995b855fffff,Health,1194
884995b855fffff,Hospitality,2235
884995b855fffff,Information,112
884995b855fffff,Manufacturing,865
884995b855fffff,Other,691
884995b855fffff,Professional Service,213
884995b855fffff,Public Administration,397
884995b855fffff,Real Estate,47
884995b855fffff,Retail,4688
884995b855fffff,Transportation,874
884995b855fffff,Wholesale,149
884995b857fffff,Art/Culture,29
884995b857fffff,Business Support,29
884995b857fffff,Construction,45
884995b857fffff,Education,216
884995b857fffff,Financial,206
884995b857fffff,Health,120
884995b857fffff,Hospitality,470
884995b857fffff,Information,170
884995b857fffff,Manufacturing,1126
884995b857fffff,Other,411
884995b857fffff,Professional Service,477
884995b857fffff,Public Administration,383
884995b857fffff,Real Estate,14
